"","Month","Name","Year","Elevation_ft"
"3367","June","Wilson Dam","2023",1514.403
"3368","March","Wilson Dam","2023",1514.62193548387
"3369","May","Wilson Dam","2023",1514.34548387097
"3370","November","Wilson Dam","2023",1513.159
"3371","October","Wilson Dam","2023",1513.40806451613
"3372","September","Wilson Dam","2023",1513.85766666667
"3373","April","Big Hill Dam","2024",855.290333333333
"3374","August","Big Hill Dam","2024",857.385483870968
"3375","December","Big Hill Dam","2024",858.008709677419
"3376","February","Big Hill Dam","2024",855.034827586207
"3377","January","Big Hill Dam","2024",854.439677419355
"3378","July","Big Hill Dam","2024",857.760322580645
"3379","June","Big Hill Dam","2024",858.108666666667
"3380","March","Big Hill Dam","2024",855.02
"3381","May","Big Hill Dam","2024",858.294193548387
"3382","November","Big Hill Dam","2024",857.978333333333
"3383","October","Big Hill Dam","2024",856.448387096774
"3384","September","Big Hill Dam","2024",857.008
"3385","April","Cedar Bluff Dam","2024",2124.18933333333
"3386","August","Cedar Bluff Dam","2024",2123.21862068966
"3387","December","Cedar Bluff Dam","2024",2122.71081632653
"3388","February","Cedar Bluff Dam","2024",2124.72142857143
"3389","January","Cedar Bluff Dam","2024",2124.63741935484
"3390","July","Cedar Bluff Dam","2024",2123.2264516129
"3391","June","Cedar Bluff Dam","2024",2123.73551724138
"3392","March","Cedar Bluff Dam","2024",2124.559
"3393","May","Cedar Bluff Dam","2024",2123.93032258065
"3394","November","Cedar Bluff Dam","2024",2122.55033333333
"3395","October","Cedar Bluff Dam","2024",2122.66290322581
"3396","September","Cedar Bluff Dam","2024",2122.79
"3397","April","Cheney Dam","2024",1416.13666666667
"3398","August","Cheney Dam","2024",1414.37709677419
"3399","December","Cheney Dam","2024",1414.09935483871
"3400","February","Cheney Dam","2024",1416.31655172414
"3401","January","Cheney Dam","2024",1415.96032258065
"3402","July","Cheney Dam","2024",1415.14612903226
"3403","June","Cheney Dam","2024",1415.70333333333
"3404","March","Cheney Dam","2024",1416.33870967742
"3405","May","Cheney Dam","2024",1415.98516129032
"3406","November","Cheney Dam","2024",1413.78833333333
"3407","October","Cheney Dam","2024",1413.14838709677
"3408","September","Cheney Dam","2024",1413.76033333333
"3409","April","Clinton Dam","2024",875.863
"3410","August","Clinton Dam","2024",877.266333333333
"3411","December","Clinton Dam","2024",875.799795918367
"3412","February","Clinton Dam","2024",876.365862068965
"3413","January","Clinton Dam","2024",875.776774193548
"3414","July","Clinton Dam","2024",880.33064516129
"3415","June","Clinton Dam","2024",877.534666666667
"3416","March","Clinton Dam","2024",875.663548387097
"3417","May","Clinton Dam","2024",878.172903225806
"3418","November","Clinton Dam","2024",875.923
"3419","October","Clinton Dam","2024",876.018333333333
"3420","September","Clinton Dam","2024",876.609666666667
"3421","April","Council Grove Dam","2024",1273.053
"3422","August","Council Grove Dam","2024",1273.84483870968
"3423","December","Council Grove Dam","2024",1272.17903225806
"3424","February","Council Grove Dam","2024",1272.08655172414
"3425","January","Council Grove Dam","2024",1270.15419354839
"3426","July","Council Grove Dam","2024",1275.34935483871
"3427","June","Council Grove Dam","2024",1275.106
"3428","March","Council Grove Dam","2024",1272.44903225806
"3429","May","Council Grove Dam","2024",1275.99290322581
"3430","November","Council Grove Dam","2024",1272.191
"3431","October","Council Grove Dam","2024",1272.37419354839
"3432","September","Council Grove Dam","2024",1273.21766666667
"3433","April","El Dorado Dam","2024",1336.65533333333
"3434","August","El Dorado Dam","2024",1336.53258064516
"3435","December","El Dorado Dam","2024",1337.34806451613
"3436","February","El Dorado Dam","2024",1336.29275862069
"3437","January","El Dorado Dam","2024",1334.09838709677
"3438","July","El Dorado Dam","2024",1337.07
"3439","June","El Dorado Dam","2024",1337.52033333333
"3440","March","El Dorado Dam","2024",1336.66709677419
"3441","May","El Dorado Dam","2024",1337.32161290323
"3442","November","El Dorado Dam","2024",1336.74666666667
"3443","October","El Dorado Dam","2024",1335.49387096774
"3444","September","El Dorado Dam","2024",1336.02
"3445","April","Elk City Dam","2024",797.667333333333
"3446","August","Elk City Dam","2024",795.32064516129
"3447","December","Elk City Dam","2024",796.532258064516
"3448","February","Elk City Dam","2024",795.646551724138
"3449","January","Elk City Dam","2024",790.756451612903
"3450","July","Elk City Dam","2024",795.792580645161
"3451","June","Elk City Dam","2024",796.406666666667
"3452","March","Elk City Dam","2024",796.868064516129
"3453","May","Elk City Dam","2024",807.377419354839
"3454","November","Elk City Dam","2024",797.11
"3455","October","Elk City Dam","2024",793.810322580645
"3456","September","Elk City Dam","2024",794.675333333333
"3457","April","Fall River Dam","2024",949.661666666667
"3458","August","Fall River Dam","2024",948.255483870968
"3459","December","Fall River Dam","2024",948.663548387097
"3460","February","Fall River Dam","2024",949.493103448276
"3461","January","Fall River Dam","2024",949.24935483871
"3462","July","Fall River Dam","2024",948.671290322581
"3463","June","Fall River Dam","2024",949.256333333333
"3464","March","Fall River Dam","2024",948.933225806452
"3465","May","Fall River Dam","2024",953.434838709677
"3466","November","Fall River Dam","2024",947.547
"3467","October","Fall River Dam","2024",947.12064516129
"3468","September","Fall River Dam","2024",947.717
"3469","April","Glen Elder Dam (Waconda Lake)","2024",1450.138
"3470","August","Glen Elder Dam (Waconda Lake)","2024",1449.429
"3471","December","Glen Elder Dam (Waconda Lake)","2024",1449.10285714286
"3472","February","Glen Elder Dam (Waconda Lake)","2024",1450.84862068966
"3473","January","Glen Elder Dam (Waconda Lake)","2024",1450.40967741935
"3474","July","Glen Elder Dam (Waconda Lake)","2024",1450.08741935484
"3475","June","Glen Elder Dam (Waconda Lake)","2024",1450.383
"3476","March","Glen Elder Dam (Waconda Lake)","2024",1450.70516129032
"3477","May","Glen Elder Dam (Waconda Lake)","2024",1449.60064516129
"3478","November","Glen Elder Dam (Waconda Lake)","2024",1448.911
"3479","October","Glen Elder Dam (Waconda Lake)","2024",1448.69833333333
"3480","September","Glen Elder Dam (Waconda Lake)","2024",1448.516
"3481","April","Hillsdale Dam","2024",916.760333333333
"3482","August","Hillsdale Dam","2024",916.469655172414
"3483","December","Hillsdale Dam","2024",915.184166666667
"3484","February","Hillsdale Dam","2024",917.580344827586
"3485","January","Hillsdale Dam","2024",917.589259259259
"3486","July","Hillsdale Dam","2024",917.890967741935
"3487","June","Hillsdale Dam","2024",917.155666666667
"3488","March","Hillsdale Dam","2024",916.612903225806
"3489","May","Hillsdale Dam","2024",918.974838709677
"3490","November","Hillsdale Dam","2024",915.18
"3491","October","Hillsdale Dam","2024",915.147666666667
"3492","September","Hillsdale Dam","2024",915.700740740741
"3493","April","John Redmond Dam","2024",1041.90633333333
"3494","August","John Redmond Dam","2024",1041.75322580645
"3495","December","John Redmond Dam","2024",1041.55129032258
"3496","February","John Redmond Dam","2024",1042.13103448276
"3497","January","John Redmond Dam","2024",1042.63387096774
"3498","July","John Redmond Dam","2024",1041.73225806452
"3499","June","John Redmond Dam","2024",1044.09133333333
"3500","March","John Redmond Dam","2024",1041.42096774194
"3501","May","John Redmond Dam","2024",1047.77838709677
"3502","November","John Redmond Dam","2024",1042.209
"3503","October","John Redmond Dam","2024",1040.79161290323
"3504","September","John Redmond Dam","2024",1041.19433333333
"3505","April","Kanopolis Dam","2024",1461.647
"3506","August","Kanopolis Dam","2024",1463.267
"3507","December","Kanopolis Dam","2024",1462.74653061224
"3508","February","Kanopolis Dam","2024",1461.21586206897
"3509","January","Kanopolis Dam","2024",1460.35806451613
"3510","July","Kanopolis Dam","2024",1463.97741935484
"3511","June","Kanopolis Dam","2024",1465.01666666667
"3512","March","Kanopolis Dam","2024",1461.69032258065
"3513","May","Kanopolis Dam","2024",1462.75322580645
"3514","November","Kanopolis Dam","2024",1462.42866666667
"3515","October","Kanopolis Dam","2024",1462.19
"3516","September","Kanopolis Dam","2024",1462.923
"3517","April","Kirwin Dam","2024",1720.972
"3518","August","Kirwin Dam","2024",1717.96833333333
"3519","December","Kirwin Dam","2024",1716.26
"3520","February","Kirwin Dam","2024",1720.62586206897
"3521","January","Kirwin Dam","2024",1720.21
"3522","July","Kirwin Dam","2024",1720.25935483871
"3523","June","Kirwin Dam","2024",1721.77733333333
"3524","March","Kirwin Dam","2024",1720.83870967742
"3525","May","Kirwin Dam","2024",1721.18419354839
"3526","November","Kirwin Dam","2024",1716.165
"3527","October","Kirwin Dam","2024",1716.22033333333
"3528","September","Kirwin Dam","2024",1716.62666666667
"3529","April","Lovewell Dam","2024",1582.10733333333
"3530","August","Lovewell Dam","2024",1576.29833333333
"3531","December","Lovewell Dam","2024",1578.10469387755
"3532","February","Lovewell Dam","2024",1581.71448275862
"3533","January","Lovewell Dam","2024",1619.90774193548
"3534","July","Lovewell Dam","2024",1700.95451612903
"3535","June","Lovewell Dam","2024",1584.40033333333
"3536","March","Lovewell Dam","2024",1582.24419354839
"3537","May","Lovewell Dam","2024",1537.59096774194
"3538","November","Lovewell Dam","2024",1576.58566666667
"3539","October","Lovewell Dam","2024",1575.17766666667
"3540","September","Lovewell Dam","2024",1574.40933333333
"3541","April","Marion Dam","2024",1346.23133333333
"3542","August","Marion Dam","2024",1350.65161290323
"3543","December","Marion Dam","2024",1350.41096774194
"3544","February","Marion Dam","2024",1346.58206896552
"3545","January","Marion Dam","2024",1346.18516129032
"3546","July","Marion Dam","2024",1350.81870967742
"3547","June","Marion Dam","2024",1348.762
"3548","March","Marion Dam","2024",1346.49451612903
"3549","May","Marion Dam","2024",1346.09903225806
"3550","November","Marion Dam","2024",1350.188
"3551","October","Marion Dam","2024",1349.77258064516
"3552","September","Marion Dam","2024",1350.236
"3553","April","Melvern Dam","2024",1036.64466666667
"3554","August","Melvern Dam","2024",1036.171
"3555","December","Melvern Dam","2024",1035.91571428571
"3556","February","Melvern Dam","2024",1037.33862068966
"3557","January","Melvern Dam","2024",1036.85
"3558","July","Melvern Dam","2024",1038.02451612903
"3559","June","Melvern Dam","2024",1037.252
"3560","March","Melvern Dam","2024",1036.24548387097
"3561","May","Melvern Dam","2024",1039.50870967742
"3562","November","Melvern Dam","2024",1035.62233333333
"3563","October","Melvern Dam","2024",1035.142
"3564","September","Melvern Dam","2024",1035.70766666667
"3565","April","Milford Dam","2024",1142.27033333333
"3566","August","Milford Dam","2024",1145.17733333333
"3567","December","Milford Dam","2024",1143.56693877551
"3568","February","Milford Dam","2024",1141.48827586207
"3569","January","Milford Dam","2024",1140.98967741935
"3570","July","Milford Dam","2024",1146.58
"3571","June","Milford Dam","2024",1146.224
"3572","March","Milford Dam","2024",1141.82741935484
"3573","May","Milford Dam","2024",1144.31967741935
"3574","November","Milford Dam","2024",1143.506
"3575","October","Milford Dam","2024",1143.43233333333
"3576","September","Milford Dam","2024",1144.04533333333
"3577","April","Norton Dam (Keith Sebelius Lake)","2024",2295.40066666667
"3578","August","Norton Dam (Keith Sebelius Lake)","2024",2293.47448275862
"3579","December","Norton Dam (Keith Sebelius Lake)","2024",2292.57265306122
"3580","February","Norton Dam (Keith Sebelius Lake)","2024",2295.00464285714
"3581","January","Norton Dam (Keith Sebelius Lake)","2024",2294.63838709677
"3582","July","Norton Dam (Keith Sebelius Lake)","2024",2295.22258064516
"3583","June","Norton Dam (Keith Sebelius Lake)","2024",2295.83310344828
"3584","March","Norton Dam (Keith Sebelius Lake)","2024",2295.17741935484
"3585","May","Norton Dam (Keith Sebelius Lake)","2024",2295.67580645161
"3586","November","Norton Dam (Keith Sebelius Lake)","2024",2292.48533333333
"3587","October","Norton Dam (Keith Sebelius Lake)","2024",2292.55258064516
"3588","September","Norton Dam (Keith Sebelius Lake)","2024",2293.05533333333
"3589","April","Perry Dam","2024",889.721
"3590","August","Perry Dam","2024",893.451666666667
"3591","December","Perry Dam","2024",890.82693877551
"3592","February","Perry Dam","2024",889.38
"3593","January","Perry Dam","2024",888.646129032258
"3594","July","Perry Dam","2024",897.288064516129
"3595","June","Perry Dam","2024",897.211333333333
"3596","March","Perry Dam","2024",889.255806451613
"3597","May","Perry Dam","2024",893.926451612903
"3598","November","Perry Dam","2024",891.225666666667
"3599","October","Perry Dam","2024",891.683666666667
"3600","September","Perry Dam","2024",893.318333333333
"3601","April","Pomona Dam","2024",974.875333333333
"3602","August","Pomona Dam","2024",974.286333333333
"3603","December","Pomona Dam","2024",973.329183673469
"3604","February","Pomona Dam","2024",975.951034482759
"3605","January","Pomona Dam","2024",974.611935483871
"3606","July","Pomona Dam","2024",978.323870967742
"3607","June","Pomona Dam","2024",976.739666666667
"3608","March","Pomona Dam","2024",974.400322580645
"3609","May","Pomona Dam","2024",977.960322580645
"3610","November","Pomona Dam","2024",973.368333333333
"3611","October","Pomona Dam","2024",973.321666666667
"3612","September","Pomona Dam","2024",973.829
"3613","April","Toronto Dam","2024",903.375666666667
"3614","August","Toronto Dam","2024",901.42064516129
"3615","December","Toronto Dam","2024",901.704838709677
"3616","February","Toronto Dam","2024",902.659655172414
"3617","January","Toronto Dam","2024",902.735161290323
"3618","July","Toronto Dam","2024",902.154516129032
"3619","June","Toronto Dam","2024",903.807
"3620","March","Toronto Dam","2024",902.218709677419
